,City,Country,Date,Cloudiness,Humidity,Lat,Lon,Max Temp,Wind Speed
346,Xuanhua,CN,2018-04-05,12.0,74.0,40.61,115.04,34.47,11.81
348,Punto fijo,VE,2018-04-05,0.0,83.0,11.69,-70.21,76.32,13.94
349,Bani walid,LY,2018-04-05,0.0,51.0,31.76,14.0,65.61,17.52
350,Normal,US,2018-04-05,1.0,74.0,40.51,-88.99,30.2,3.65
351,Bulzesti,RO,2018-04-05,48.0,71.0,44.53,23.88,53.6,2.24
353,Dapaong,TG,2018-04-05,36.0,89.0,10.86,0.2,73.98,9.69
354,Richards bay,ZA,2018-04-05,12.0,80.0,-28.77,32.06,76.05,6.89
355,Huzhou,CN,2018-04-05,92.0,83.0,30.86,120.1,64.26,5.66
356,Catalao,BR,2018-04-05,8.0,89.0,-18.17,-47.95,65.97,0.96
357,Mandera,KE,2018-04-05,88.0,100.0,3.94,41.86,73.53,4.32
358,Eirunepe,BR,2018-04-05,80.0,96.0,-6.66,-69.87,74.16,2.08
359,Custoias,PT,2018-04-05,8.0,96.0,41.11,-7.32,36.27,2.42
360,Tangara,BR,2018-04-05,88.0,90.0,-2.92,29.97,61.65,3.87
361,Volchikha,RU,2018-04-05,0.0,89.0,52.02,80.36,35.1,7.78
362,Viramgam,IN,2018-04-05,0.0,26.0,23.12,72.05,93.2,9.17
363,Santo antonio,BR,2018-04-05,92.0,100.0,-4.7,-40.67,67.95,3.42
364,Aurora,BR,2018-04-05,40.0,73.0,41.76,-88.32,30.2,5.82
365,Duku,NG,2018-04-05,20.0,84.0,11.24,4.91,72.27,3.76
367,Mahebourg,MU,2018-04-05,75.0,88.0,-20.41,57.7,77.0,4.7
368,Houston,CA,2018-04-05,1.0,45.0,29.76,-95.37,62.6,5.82
369,Great yarmouth,GB,2018-04-05,75.0,86.0,52.61,1.73,39.2,13.87
370,Yelan-koleno,RU,2018-04-05,20.0,97.0,51.15,41.22,33.03,2.53
371,Victoria,SC,2018-04-05,75.0,70.0,5.28,115.24,89.6,8.05
372,Teahupoo,PF,2018-04-05,75.0,69.0,-17.83,-149.27,82.4,2.24
373,Teknaf,BD,2018-04-05,0.0,48.0,20.86,92.31,90.63,4.21
374,Mathbaria,BD,2018-04-05,0.0,57.0,22.29,89.96,91.08,8.68
375,Coihaique,CL,2018-04-05,90.0,86.0,-45.58,-72.07,37.4,8.05
376,Inverell,AU,2018-04-05,0.0,57.0,-29.78,151.11,70.38,5.99
378,Ardesen,TR,2018-04-05,0.0,46.0,41.19,40.99,53.6,17.22
379,Plettenberg bay,ZA,2018-04-05,76.0,95.0,-34.05,23.37,64.71,6.67
381,Puksoozero,RU,2018-04-05,24.0,88.0,62.59,40.61,26.91,10.13
382,Khani,RU,2018-04-05,0.0,50.0,41.96,42.96,53.6,16.11
383,Bhatkal,IN,2018-04-05,20.0,97.0,13.97,74.57,85.5,4.32
385,Hendek,TR,2018-04-05,0.0,100.0,40.8,30.75,42.8,3.98
386,Joshimath,IN,2018-04-05,12.0,95.0,30.57,79.57,26.46,0.4
387,Vila,VU,2018-04-05,90.0,100.0,45.18,8.4,46.4,4.7
388,Port hueneme,US,2018-04-05,75.0,87.0,34.15,-119.2,57.2,2.19
389,Otofuke,JP,2018-04-05,20.0,32.0,43.02,143.2,41.0,10.29
390,Sokoto,NG,2018-04-05,8.0,33.0,13.06,5.24,66.6,5.44
392,Baie-comeau,CA,2018-04-05,90.0,92.0,49.22,-68.15,23.0,13.87
393,Itamaraju,BR,2018-04-05,44.0,92.0,-17.04,-39.53,71.28,4.99
394,Markala,ML,2018-04-05,0.0,31.0,13.69,-6.07,76.5,8.46
395,Wilkie,CA,2018-04-05,1.0,61.0,52.41,-108.71,14.0,10.29
397,Bereda,SO,2018-04-05,0.0,81.0,43.27,-7.54,48.2,10.29
399,General roca,AR,2018-04-05,75.0,30.0,-39.03,-67.58,57.2,14.99
400,Prachuap khiri khan,TH,2018-04-05,20.0,92.0,11.81,99.79,82.17,4.21
401,Beatrice,US,2018-04-05,1.0,59.0,40.27,-96.75,37.4,8.05
402,Edd,ER,2018-04-05,8.0,34.0,13.93,41.69,88.29,3.65
403,Beringovskiy,RU,2018-04-05,68.0,96.0,63.05,179.32,20.61,21.09
406,Trairi,BR,2018-04-05,80.0,100.0,-3.28,-39.27,78.84,6.11
407,Morada nova,BR,2018-04-05,56.0,99.0,-5.1,-38.37,71.91,3.42
408,Krasnaya gora,RU,2018-04-05,80.0,93.0,53.01,31.6,41.0,13.42
409,Nea karvali,GR,2018-04-05,0.0,81.0,40.96,24.51,50.0,2.64
410,Riverton,US,2018-04-05,90.0,55.0,43.02,-108.38,44.6,5.82
412,Yaan,CN,2018-04-05,0.0,84.0,7.38,8.57,76.68,11.81
413,Byron bay,AU,2018-04-05,40.0,57.0,-28.65,153.62,80.6,16.11
415,Batasan,PH,2018-04-05,75.0,58.0,14.89,120.71,87.8,11.41
416,Kulachi,PK,2018-04-05,56.0,45.0,31.93,70.46,81.81,3.2
417,Kloulklubed,PW,2018-04-05,75.0,94.0,7.04,134.26,77.0,5.82
418,Lucapa,AO,2018-04-05,80.0,94.0,-8.42,20.74,68.85,4.09
419,Alabaster,US,2018-04-05,1.0,61.0,33.24,-86.82,46.4,4.99
420,Bagdarin,RU,2018-04-05,64.0,36.0,54.44,113.59,23.49,3.76
424,Utica,US,2018-04-05,90.0,68.0,43.1,-75.23,24.8,31.09
425,Paris,US,2018-04-05,0.0,75.0,48.86,2.35,44.6,9.17
426,Barrow,US,2018-04-05,36.0,62.0,-38.31,-60.23,68.85,14.27
427,Broome,AU,2018-04-05,75.0,86.0,52.47,1.45,39.2,13.87
428,Montevideo,UY,2018-04-05,1.0,85.0,44.94,-95.72,21.2,5.82
429,Ambam,CM,2018-04-05,0.0,82.0,9.52,8.32,62.55,2.64
430,Constitucion,MX,2018-04-05,8.0,23.0,23.99,-104.67,49.32,8.68
431,Tateyama,JP,2018-04-05,75.0,57.0,36.66,137.31,51.8,12.75
432,Huangpu,CN,2018-04-05,75.0,82.0,31.23,121.48,57.2,8.95
433,San joaquin,BO,2018-04-05,32.0,78.0,10.59,122.14,82.17,11.25
434,Rubtsovsk,RU,2018-04-05,0.0,100.0,51.53,81.22,31.23,6.44
435,Bathsheba,BB,2018-04-05,40.0,83.0,13.22,-59.52,77.0,13.87
436,Vanavara,RU,2018-04-05,68.0,59.0,60.35,102.28,17.1,8.79
437,Totoral,BO,2018-04-05,0.0,64.0,-18.5,-66.87,25.2,2.86
438,Marawi,SD,2018-04-05,32.0,98.0,8.0,124.29,74.7,2.42
439,Cleburne,US,2018-04-05,1.0,53.0,32.35,-97.39,51.8,5.82
440,Rocha,UY,2018-04-05,0.0,95.0,-34.48,-54.34,58.77,5.77
441,Copacabana,BO,2018-04-05,75.0,100.0,6.35,-75.51,57.2,2.24
442,Yuncheng,CN,2018-04-05,88.0,81.0,35.03,111.0,49.95,3.65
443,Biu,NG,2018-04-05,12.0,26.0,10.61,12.19,70.83,6.44
444,Tiksi,RU,2018-04-05,36.0,82.0,71.64,128.87,9.99,4.09
446,Upernavik,GL,2018-04-05,44.0,90.0,72.79,-56.15,6.03,9.46
447,Shimoda,JP,2018-04-05,75.0,71.0,34.7,138.93,57.2,14.99
448,Goldap,PL,2018-04-05,88.0,88.0,54.31,22.3,49.77,10.02
449,Patacamaya,BO,2018-04-05,0.0,63.0,-17.23,-67.92,27.27,1.74
450,Grafton,AU,2018-04-05,68.0,66.0,-29.69,152.93,73.17,4.54
451,Shenjiamen,CN,2018-04-05,92.0,93.0,29.96,122.3,62.01,10.69
452,Floro,NO,2018-04-05,75.0,100.0,61.6,5.03,33.8,3.36
453,Quatre cocos,MU,2018-04-05,75.0,88.0,-20.21,57.76,77.0,4.7
455,Nizhniy kuranakh,RU,2018-04-05,44.0,48.0,58.84,125.49,18.9,7.67
456,Pisco,PE,2018-04-05,0.0,82.0,-13.71,-76.2,66.2,3.36
457,Puerto ayacucho,VE,2018-04-05,92.0,96.0,5.66,-67.63,72.99,2.75
458,Bilopillya,UA,2018-04-05,44.0,92.0,51.15,34.31,40.5,9.8
459,Marrakesh,MA,2018-04-05,0.0,66.0,31.63,-7.99,55.4,2.24
460,Mokolo,CM,2018-04-05,0.0,27.0,10.74,13.8,68.67,5.99
461,Almaznyy,RU,2018-04-05,20.0,92.0,48.03,40.04,46.71,3.42
462,Mahajanga,MG,2018-04-05,20.0,78.0,-15.72,46.32,80.6,4.7
463,Smolenka,RU,2018-04-05,48.0,90.0,54.15,22.76,49.05,9.57
464,Mora,CM,2018-04-05,20.0,84.0,38.94,-8.17,42.57,5.1
465,Shenzhen,CN,2018-04-05,40.0,54.0,22.54,114.05,84.2,3.36
466,Tahe,CN,2018-04-05,0.0,25.0,52.34,124.71,29.97,11.03
467,Ranfurly,NZ,2018-04-05,0.0,60.0,53.41,-111.68,3.51,10.25
468,Doaba,PK,2018-04-05,0.0,74.0,33.42,70.74,72.63,2.64
469,Mountain home,US,2018-04-05,75.0,81.0,43.13,-115.69,55.4,8.05
470,Kollo,NE,2018-04-05,0.0,11.0,13.34,2.32,78.8,1.12
472,Geraldton,AU,2018-04-05,5.0,54.0,49.72,-86.95,3.2,3.36
473,Nakamura,JP,2018-04-05,75.0,63.0,35.17,136.87,60.8,9.17
474,Chachapoyas,PE,2018-04-05,44.0,92.0,-6.23,-77.87,55.17,1.97
475,Angoche,MZ,2018-04-05,64.0,100.0,-16.23,39.91,84.42,6.33
478,Lander,US,2018-04-05,1.0,41.0,42.83,-108.73,42.8,3.36
480,Albany,AU,2018-04-05,40.0,50.0,42.65,-73.75,30.2,25.28
481,Goderich,SL,2018-04-05,76.0,73.0,43.74,-81.71,25.2,18.41
482,Oster,UA,2018-04-05,0.0,76.0,50.95,30.88,50.0,6.71
483,Tshikapa,CD,2018-04-05,92.0,100.0,-6.42,20.79,68.85,2.86
484,Najran,SA,2018-04-05,0.0,22.0,17.54,44.22,77.0,4.7
485,Punta arenas,CL,2018-04-05,90.0,86.0,-53.16,-70.91,39.2,8.05
486,Moron,CU,2018-04-05,92.0,96.0,10.49,-68.2,69.03,3.09
487,Winnemucca,US,2018-04-05,90.0,57.0,40.97,-117.74,51.8,5.82
488,Praia da vitoria,PT,2018-04-05,40.0,71.0,38.73,-27.07,53.6,36.86
489,Tripoli,LY,2018-04-05,40.0,71.0,37.51,22.37,53.6,1.74
490,Presidencia roque saenz pena,AR,2018-04-05,20.0,90.0,-26.79,-60.44,67.32,3.76
491,Mareeba,AU,2018-04-05,40.0,66.0,-16.99,145.42,84.2,8.05
492,Vila franca do campo,PT,2018-04-05,75.0,76.0,37.72,-25.43,57.2,27.51
493,Rush,IE,2018-04-05,90.0,58.0,40.31,-81.37,32.0,5.82
494,Mata,CN,2018-04-05,75.0,88.0,22.63,-79.93,73.4,4.7
495,Alcudia,ES,2018-04-05,0.0,100.0,39.85,3.12,44.6,5.32
496,Necochea,AR,2018-04-05,8.0,69.0,-38.55,-58.74,66.78,11.81
497,Kuytun,RU,2018-04-05,32.0,47.0,54.34,101.51,23.85,4.09
498,Muriwai beach,NZ,2018-04-04,0.0,72.0,-36.82,174.45,68.0,13.87
499,Granada,NI,2018-04-05,20.0,61.0,11.93,-85.96,80.6,9.17
500,Kysyl-syr,RU,2018-04-05,0.0,43.0,63.9,122.77,20.61,10.36
501,Nogliki,RU,2018-04-05,80.0,90.0,51.8,143.14,28.08,20.54
502,San patricio,MX,2018-04-05,12.0,90.0,-26.98,-56.83,65.34,2.19
503,Casas grandes,MX,2018-04-05,0.0,55.0,30.15,-110.24,55.53,2.08
506,Muna,MX,2018-04-05,40.0,93.0,42.14,8.85,57.2,4.7
507,Juli,PE,2018-04-05,12.0,100.0,-16.21,-69.46,26.37,3.65
508,Prince albert,CA,2018-04-05,40.0,47.0,53.2,-105.75,12.2,10.29
509,Zhangye,CN,2018-04-05,80.0,79.0,38.94,100.46,26.1,16.84
510,Sheridan,US,2018-04-05,1.0,48.0,39.65,-105.03,53.6,3.36
511,Adrar,DZ,2018-04-05,56.0,25.0,27.87,-0.29,66.2,6.93
512,Rena,NO,2018-04-05,92.0,97.0,61.13,11.37,32.4,3.31
513,Hauterive,CA,2018-04-05,75.0,76.0,46.09,3.45,48.2,3.36
515,Ukhta,RU,2018-04-05,88.0,74.0,63.56,53.68,34.38,7.34
516,Velingrad,BG,2018-04-05,0.0,81.0,42.03,23.99,51.8,3.36
517,Lavumisa,SZ,2018-04-05,0.0,78.0,-27.31,31.88,72.36,3.76
518,Mansehra,PK,2018-04-05,0.0,43.0,34.33,73.2,75.6,2.3
519,Hit,IQ,2018-04-05,0.0,30.0,33.64,42.83,65.97,8.68
520,Caledon east,CA,2018-04-05,90.0,73.0,43.87,-79.87,26.6,9.17
521,Sioux lookout,CA,2018-04-05,5.0,79.0,50.1,-91.92,19.4,5.82
523,A coruna,ES,2018-04-05,0.0,81.0,43.37,-8.4,48.2,10.29
524,Elko,US,2018-04-05,1.0,69.0,40.83,-115.76,39.2,2.19
525,San juan,US,2018-04-05,0.0,62.0,-31.54,-68.53,55.26,1.86
526,Astana,KZ,2018-04-05,0.0,91.0,51.13,71.43,32.0,11.18
527,Satna,IN,2018-04-05,0.0,23.0,24.58,80.83,100.53,5.1
528,Viedma,AR,2018-04-05,92.0,28.0,-40.81,-62.99,66.78,16.06
529,Bananeiras,BR,2018-04-05,88.0,89.0,-6.75,-35.63,76.59,4.21
530,Isangel,VU,2018-04-04,48.0,100.0,-19.55,169.27,80.19,12.15
531,Flinders,AU,2018-04-05,0.0,58.0,-34.58,150.85,82.4,10.29
532,Alofi,NU,2018-04-05,88.0,88.0,-19.06,-169.92,80.6,10.29
533,Punta cardon,VE,2018-04-05,0.0,83.0,11.61,-70.22,76.32,13.94
534,Santa barbara,US,2018-04-05,1.0,93.0,34.42,-119.7,57.2,17.74
536,Ostersund,SE,2018-04-05,75.0,92.0,63.18,14.64,23.0,5.82
537,Kitgum,UG,2018-04-05,24.0,93.0,3.3,32.88,69.75,2.42
538,Kurtamysh,RU,2018-04-05,8.0,100.0,54.91,64.43,33.48,7.34
539,Praxedis guerrero,MX,2018-04-05,1.0,16.0,31.37,-106.02,66.2,8.68
543,Lincoln,NZ,2018-04-05,20.0,74.0,53.23,-0.54,37.4,9.17
545,Waitara,NZ,2018-04-04,0.0,93.0,-39.0,174.24,65.25,10.69
546,Butzow,DE,2018-04-05,40.0,76.0,52.49,12.6,50.0,9.17
547,Padang,ID,2018-04-05,76.0,100.0,-0.92,100.36,82.53,5.32
548,Tual,ID,2018-04-05,12.0,100.0,-5.67,132.75,83.97,9.46
549,Xining,CN,2018-04-05,24.0,32.0,36.62,101.77,44.55,17.4
550,Longuenesse,FR,2018-04-05,90.0,75.0,50.74,2.25,44.6,12.75
551,Komsomolskiy,RU,2018-04-05,68.0,97.0,67.55,63.78,23.31,6.44
552,Mecatlan,MX,2018-04-05,92.0,98.0,20.21,-97.68,65.43,5.32
553,Chimbote,PE,2018-04-05,68.0,98.0,-9.08,-78.59,66.6,5.88
554,Kaifeng,CN,2018-04-05,90.0,86.0,34.8,114.35,41.0,2.24
556,Gushikawa,JP,2018-04-05,20.0,61.0,26.35,127.87,77.0,11.41
557,Siguiri,GN,2018-04-05,0.0,78.0,11.42,-9.17,72.81,6.78
558,Panguna,PG,2018-04-05,24.0,86.0,-6.32,155.48,81.18,3.53
559,Hermanus,ZA,2018-04-05,44.0,99.0,-34.42,19.24,60.84,2.75
560,Dieppe,FR,2018-04-05,90.0,81.0,49.92,1.08,42.8,11.41
561,Nieuw amsterdam,SR,2018-04-05,0.0,94.0,5.88,-55.08,73.4,2.24
562,Borogontsy,RU,2018-04-05,44.0,59.0,62.67,131.17,33.84,9.69
563,Pereleshinskiy,RU,2018-04-05,75.0,74.0,51.71,40.2,37.4,6.71
564,Pacific grove,US,2018-04-05,1.0,71.0,36.62,-121.92,57.2,2.98
565,Ixtapa,MX,2018-04-05,5.0,100.0,20.71,-105.21,69.8,1.41
566,Kijang,ID,2018-04-05,90.0,71.0,35.24,129.21,51.8,6.93
567,Edea,CM,2018-04-05,75.0,100.0,3.8,10.13,78.8,6.78
568,Butaritari,KI,2018-04-04,68.0,100.0,3.07,172.79,78.48,1.52
569,Izhma,RU,2018-04-05,88.0,76.0,65.01,53.91,35.37,7.56
570,Olinda,BR,2018-04-05,90.0,88.0,-2.03,-79.75,75.2,8.05
571,Morehead,PG,2018-04-05,1.0,72.0,38.18,-83.43,32.0,4.7
572,Cherskiy,RU,2018-04-05,0.0,78.0,68.75,161.3,30.33,2.64
573,Kaitong,CN,2018-04-05,88.0,48.0,44.81,123.15,38.25,13.27
574,Khovu-aksy,RU,2018-04-05,0.0,38.0,51.13,93.72,24.48,3.2
575,Daru,PG,2018-04-05,80.0,94.0,7.99,-10.85,73.44,3.98
576,New norfolk,AU,2018-04-05,75.0,40.0,-42.78,147.06,69.8,13.87
578,Moissac,FR,2018-04-05,90.0,87.0,44.11,1.08,48.2,5.82
579,Zaozerne,UA,2018-04-05,0.0,80.0,51.37,23.94,53.28,13.15
580,Shu,KZ,2018-04-05,0.0,42.0,43.6,73.76,67.95,4.65
581,Puerto colombia,CO,2018-04-05,75.0,83.0,10.99,-74.96,78.8,9.17
582,Bongandanga,CD,2018-04-05,88.0,95.0,1.51,21.07,72.09,2.3
584,Sindor,RU,2018-04-05,44.0,81.0,62.87,51.9,33.03,8.23
585,Spencer,US,2018-04-05,90.0,86.0,43.14,-95.14,32.0,8.05
586,Thanyaburi,TH,2018-04-05,40.0,66.0,14.02,100.73,89.6,6.93
587,Igrim,RU,2018-04-05,32.0,71.0,63.19,64.42,35.91,8.79
588,Katangli,RU,2018-04-05,80.0,90.0,51.71,143.23,28.08,20.54
589,Sosnovo-ozerskoye,RU,2018-04-05,88.0,61.0,52.53,111.54,27.27,10.69
590,Eydhafushi,MV,2018-04-05,20.0,100.0,5.1,73.07,84.42,6.78
591,Abu zabad,SD,2018-04-05,0.0,37.0,12.35,29.25,79.11,4.32
592,Santa elena,MX,2018-04-05,88.0,97.0,-2.23,-80.86,73.71,9.69
593,Sao joaquim do monte,BR,2018-04-05,92.0,100.0,-8.43,-35.8,69.93,3.2
594,Odienne,CI,2018-04-05,0.0,85.0,9.51,-7.57,72.81,8.9
595,Vila velha,BR,2018-04-05,0.0,88.0,-3.71,-38.6,78.8,2.24
596,Banes,CU,2018-04-05,20.0,94.0,20.96,-75.72,71.6,4.7
597,Pareora,NZ,2018-04-04,0.0,64.0,-44.49,171.21,63.27,10.13
598,Vestmanna,FO,2018-04-05,0.0,86.0,62.16,-7.17,28.4,12.75
599,San ramon,PH,2018-04-05,100.0,85.0,12.92,-85.84,68.58,1.97
600,Bulalacao,PH,2018-04-05,0.0,79.0,13.7,123.78,82.98,9.01
601,Bonthe,SL,2018-04-05,92.0,91.0,7.53,-12.5,79.11,3.76
602,Bat yam,IL,2018-04-05,0.0,67.0,32.02,34.75,62.6,2.24
603,Kushiro,JP,2018-04-05,75.0,30.0,43.11,144.15,42.8,14.99
604,Severo-yeniseyskiy,RU,2018-04-05,88.0,64.0,60.37,93.04,23.13,8.9
605,Egvekinot,RU,2018-04-06,0.0,73.0,66.32,-179.17,12.06,7.78
606,Buraydah,SA,2018-04-05,20.0,94.0,26.33,43.97,68.0,6.93
607,Miyang,CN,2018-04-05,0.0,40.0,24.4,103.44,75.78,9.01
608,Kathu,ZA,2018-04-05,24.0,88.0,-27.7,23.05,57.78,3.2
609,Batemans bay,AU,2018-04-05,36.0,86.0,-35.71,150.18,71.91,3.42
610,Juegang,CN,2018-04-05,92.0,100.0,32.31,121.18,49.95,19.08
611,Pakokku,MM,2018-04-05,0.0,60.0,21.33,95.09,89.28,3.98
612,Basco,PH,2018-04-05,20.0,63.0,40.33,-91.2,30.2,4.7
614,Irpa irpa,BO,2018-04-05,75.0,72.0,-17.72,-66.29,60.8,6.93
615,Sassandra,CI,2018-04-05,88.0,99.0,4.95,-6.09,80.91,7.67
616,Lompoc,US,2018-04-05,40.0,87.0,34.64,-120.46,55.4,5.77
617,Katsuura,JP,2018-04-05,75.0,62.0,33.93,134.5,57.2,8.05
618,Ripky,UA,2018-04-05,64.0,89.0,51.8,31.09,51.48,11.25
619,Muli,MV,2018-04-05,0.0,27.0,22.62,71.45,96.48,9.69
620,Kigorobya,UG,2018-04-05,76.0,100.0,1.62,31.31,74.97,3.65
621,Tulun,RU,2018-04-05,24.0,53.0,54.56,100.58,24.48,4.43
623,Sikonge,TZ,2018-04-05,20.0,92.0,-5.63,32.75,67.77,4.43
624,Pasni,PK,2018-04-05,44.0,77.0,25.26,63.48,82.17,5.21
625,Sisimiut,GL,2018-04-05,88.0,87.0,66.94,-53.67,13.14,1.74
626,Ewa beach,US,2018-04-05,90.0,69.0,21.32,-158.01,80.6,6.93
627,Vanimo,PG,2018-04-05,0.0,97.0,-2.67,141.3,84.51,19.08
628,Cristalina,BR,2018-04-05,32.0,89.0,-16.77,-47.61,63.0,2.64
629,Salym,RU,2018-04-05,76.0,71.0,60.06,71.48,39.06,10.25
631,Volnoye,RU,2018-04-05,0.0,53.0,44.63,40.7,48.87,3.65
632,Dzilam gonzalez,MX,2018-04-05,0.0,54.0,21.28,-88.93,80.1,6.55
633,Katobu,ID,2018-04-05,76.0,75.0,-4.94,122.53,88.83,2.19
635,Tamasopo,MX,2018-04-05,88.0,95.0,21.92,-99.39,59.4,3.09
636,Santa cruz del sur,CU,2018-04-05,0.0,95.0,20.71,-78.0,69.48,3.2
637,Rundu,NA,2018-04-05,88.0,86.0,-17.91,19.77,65.16,15.84
638,Middelburg,NL,2018-04-05,56.0,91.0,-25.77,29.46,58.23,4.09
639,Barstow,US,2018-04-05,1.0,30.0,31.46,-103.39,57.2,6.93
640,Apac,UG,2018-04-05,80.0,98.0,1.98,32.53,71.37,5.66
641,Boca do acre,BR,2018-04-05,0.0,96.0,-8.76,-67.39,74.25,2.08
643,Wembley,CA,2018-04-05,20.0,80.0,51.55,-0.3,42.8,8.05
644,Santa vitoria do palmar,BR,2018-04-05,0.0,96.0,-33.52,-53.37,59.58,4.21
645,Zabol,IR,2018-04-05,8.0,19.0,31.03,61.49,80.6,28.86
647,Shingu,JP,2018-04-05,40.0,72.0,33.72,135.99,64.4,12.75
648,Semnan,IR,2018-04-05,90.0,22.0,35.58,53.39,66.2,4.7
649,Wajid,SO,2018-04-05,100.0,100.0,3.81,43.25,72.27,1.19
650,Iturama,BR,2018-04-05,24.0,83.0,-19.73,-50.2,68.13,1.07
651,Abu samrah,QA,2018-04-05,0.0,53.0,35.3,37.18,59.85,5.77
652,Sibu,MY,2018-04-05,75.0,59.0,2.29,111.83,91.4,3.36
653,Salta,AR,2018-04-05,0.0,77.0,-24.79,-65.41,66.2,5.82
654,Pizarro,CO,2018-04-05,88.0,97.0,4.95,-77.37,77.67,3.53
655,Skegness,GB,2018-04-05,20.0,69.0,53.14,0.34,39.2,13.87
656,Garmsar,IR,2018-04-05,92.0,56.0,35.22,52.34,57.33,1.3
657,Petrozavodsk,RU,2018-04-05,0.0,98.0,61.79,34.39,33.8,2.24
658,Den helder,NL,2018-04-05,90.0,93.0,52.96,4.76,42.8,20.8
659,Turan,RU,2018-04-05,0.0,60.0,52.15,93.92,22.23,2.75
660,Micheweni,TZ,2018-04-05,80.0,100.0,-4.97,39.83,80.91,13.27
661,Fengzhen,CN,2018-04-05,0.0,77.0,40.43,113.15,33.39,20.54
662,Scarborough,TT,2018-04-05,0.0,74.0,54.28,-0.41,35.6,9.17
663,Tondano,ID,2018-04-05,40.0,70.0,1.3,124.91,86.0,9.17
664,Tiarei,PF,2018-04-05,75.0,69.0,-17.53,-149.33,82.4,2.24
665,Northam,AU,2018-04-05,0.0,99.0,51.04,-4.21,37.4,3.36
666,Tralee,IE,2018-04-05,75.0,65.0,37.56,-81.4,32.0,4.76
668,Port elizabeth,ZA,2018-04-05,1.0,41.0,39.31,-74.98,41.0,18.34
669,Trondheim,NO,2018-04-05,75.0,93.0,63.43,10.4,33.8,3.36
670,Tikrit,IQ,2018-04-05,0.0,31.0,34.62,43.68,73.08,4.43
671,Shahr-e babak,IR,2018-04-05,0.0,26.0,30.12,55.12,66.69,5.21
672,La asuncion,VE,2018-04-05,92.0,97.0,-1.64,-78.74,45.72,1.41
673,Colquiri,BO,2018-04-05,0.0,76.0,-17.42,-67.13,22.68,2.86
674,Koshurnikovo,RU,2018-04-05,48.0,50.0,54.3,93.39,24.84,6.44
675,Modasa,IN,2018-04-05,36.0,29.0,23.47,73.3,95.13,8.23
676,Bambous virieux,MU,2018-04-05,75.0,88.0,-20.34,57.76,77.0,4.7
677,Filingue,NE,2018-04-05,0.0,41.0,14.35,3.32,67.77,5.21
678,Mitsamiouli,KM,2018-04-05,75.0,83.0,-11.38,43.28,78.8,2.24
679,Camacha,PT,2018-04-05,40.0,76.0,33.08,-16.33,59.0,2.98
680,Haines junction,CA,2018-04-05,8.0,67.0,60.75,-137.51,0.0,1.74
681,Portland,AU,2018-04-05,90.0,76.0,45.52,-122.67,53.6,5.82
682,Horasan,TR,2018-04-05,0.0,64.0,40.04,42.16,37.71,1.63
683,Kapaa,US,2018-04-05,75.0,94.0,22.08,-159.32,77.0,13.87
684,Cockburn town,TC,2018-04-05,80.0,100.0,21.46,-71.14,74.88,9.57
685,Zhigansk,RU,2018-04-05,24.0,57.0,66.77,123.37,16.56,8.68
686,Mwanza,MW,2018-04-05,75.0,94.0,-2.52,32.9,68.0,5.82
687,Kampong thum,KH,2018-04-05,24.0,67.0,12.71,104.89,89.82,5.44
688,Lebu,CL,2018-04-05,75.0,82.0,8.96,38.73,57.2,4.7
690,Huallanca,PE,2018-04-05,92.0,98.0,-9.9,-76.94,40.95,3.2
691,Lourdes,FR,2018-04-05,75.0,88.0,13.73,-89.37,78.8,2.19
692,Herat,AF,2018-04-05,0.0,52.0,34.35,62.22,66.2,6.93
693,Khandyga,RU,2018-04-05,8.0,59.0,62.65,135.58,37.35,3.98
694,Lao cai,VN,2018-04-05,0.0,74.0,22.48,103.95,75.15,1.63
695,Port perry,CA,2018-04-05,1.0,62.0,44.1,-78.95,26.6,13.87
696,Qandala,SO,2018-04-05,0.0,65.0,11.47,49.87,82.71,0.74
697,Pattaya,TH,2018-04-05,20.0,62.0,12.93,100.9,87.8,11.41
698,Castro,CL,2018-04-05,92.0,78.0,-42.48,-73.76,48.87,13.27
699,Port shepstone,ZA,2018-04-05,20.0,91.0,-30.74,30.45,75.24,3.53
700,Vihti,FI,2018-04-05,90.0,100.0,60.42,24.32,35.6,3.36
701,San rafael,AR,2018-04-05,0.0,41.0,-34.61,-68.33,53.1,2.98
702,Saint-pierre,PM,2018-04-05,90.0,81.0,48.95,4.24,48.2,17.22
703,Linares,CL,2018-04-05,64.0,96.0,-35.85,-71.6,49.86,2.3
704,Pangai,TO,2018-04-05,75.0,83.0,-19.8,-174.35,78.8,11.41
705,Nelson bay,AU,2018-04-05,20.0,61.0,-32.72,152.14,80.6,11.41
707,Papara,PF,2018-04-05,0.0,88.0,-3.98,-38.73,78.8,2.24
708,Dogondoutchi,NE,2018-04-05,0.0,26.0,13.64,4.03,68.94,7.11
709,Birao,CF,2018-04-05,0.0,41.0,10.3,22.78,75.87,4.99
710,Taoudenni,ML,2018-04-05,20.0,20.0,22.68,-3.98,67.77,6.89
711,Kilindoni,TZ,2018-04-05,92.0,100.0,-7.91,39.67,78.21,9.01
712,Rio gallegos,AR,2018-04-05,92.0,100.0,-51.62,-69.22,41.31,23.11
715,Kangaba,ML,2018-04-05,0.0,83.0,11.94,-8.41,70.65,2.98
716,Perelyub,RU,2018-04-05,92.0,97.0,51.87,50.37,33.57,10.92
